,Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
747,Firebase,Firebase,Firebase,OpnTec/open-event-android,"['/OpnTec_open-event-android/apk-generator/v1/api/appgenserver.py', '/OpnTec_open-event-android/apk-generator/v1/index.html', '/OpnTec_open-event-android/apk-generator/v1/main.js', '/OpnTec_open-event-android/apk-generator/v1/node/app.js', '/OpnTec_open-event-android/apk-generator/v1/node/firebase/model.js', '/OpnTec_open-event-android/apk-generator/v1/node/index.html', '/OpnTec_open-event-android/apk-generator/v1/node/main.js', '/OpnTec_open-event-android/apk-generator/v1/node/package.json', '/OpnTec_open-event-android/apk-generator/v1/scripts/appgenserver.py']"
748,Firebase,Firebase,Firebase,ParsePlatform/Parse-SDK-Android,"['/ParsePlatform_Parse-SDK-Android/README.md', '/ParsePlatform_Parse-SDK-Android/fcm/README.md', '/ParsePlatform_Parse-SDK-Android/fcm/build.gradle', '/ParsePlatform_Parse-SDK-Android/fcm/src/main/java/com/parse/fcm/ParseFCM.java', '/ParsePlatform_Parse-SDK-Android/fcm/src/main/java/com/parse/fcm/ParseFirebaseMessagingService.java', '/ParsePlatform_Parse-SDK-Android/gcm/build.gradle', '/ParsePlatform_Parse-SDK-Android/gcm/src/main/AndroidManifest.xml', '/ParsePlatform_Parse-SDK-Android/gcm/src/main/java/com/parse/gcm/ParseGCM.java', '/ParsePlatform_Parse-SDK-Android/gcm/src/main/java/com/parse/gcm/ParseGCMJobService.java', '/ParsePlatform_Parse-SDK-Android/google/README.md', '/ParsePlatform_Parse-SDK-Android/google/src/main/java/com/parse/google/ParseGoogleUtils.kt']"
749,Firebase,Firebase,Firebase,ginatrapani/todo.txt-touch,['/ginatrapani_todo.txt-touch/.gitignore']
750,Firebase,Firebase,Firebase,Aefyr/SAI,['/Aefyr_SAI/app/build.gradle']
753,Firebase,Firebase,Firebase,harismuneer/Wanderlust-The-Travellers-App,"['/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_abt_15_0_1.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_ads_15_0_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_analytics_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_analytics_impl_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_appindexing_15_0_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_auth_15_1_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_auth_interop_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_common_15_0_1.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_config_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_core_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_database_15_0_1.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_database_collection_15_0_1.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_database_connection_15_0_1.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_dynamic_links_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_iid_15_1_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_iid_interop_15_0_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_invites_15_0_1.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_measurement_connector_15_0_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_measurement_connector_impl_15_0_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_messaging_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_perf_15_1_0.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_storage_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/.idea/libraries/com_google_firebase_firebase_storage_common_15_0_2.xml', '/harismuneer_Wanderlust-The-Travellers-App/README.md', '/harismuneer_Wanderlust-The-Travellers-App/app/app.iml', '/harismuneer_Wanderlust-The-Travellers-App/app/build.gradle', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/AndroidManifest.xml', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/AcitivitySplashScreen.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActionBarMenu.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityCreateJourney.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityExtra.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityRegisterPhoneNumber.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivitySetProfileData.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityShowJourney.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityUserDetails.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Activities/ActivityVerifyPhoneNumber.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Fragments/FragmentContactsList.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Fragments/FragmentJourneysList.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Others/AppIndexingUpdateReceiver.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Others/AppIndexingUpdateService.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Others/MyFirebaseInstanceIdService.java', '/harismuneer_Wanderlust-The-Travellers-App/app/src/main/java/com/project/wanderlust/Others/MyFirebaseMessagingService.java', '/harismuneer_Wanderlust-The-Travellers-App/build.gradle', '/harismuneer_Wanderlust-The-Travellers-App/build/intermediates/lint-cache/maven.google/com/google/firebase/group-index.xml', '/harismuneer_Wanderlust-The-Travellers-App/build/intermediates/lint-cache/maven.google/master-index.xml']"
754,Firebase,Firebase,Firebase,qpython-android/qpython,"['/qpython-android_qpython/build.gradle', '/qpython-android_qpython/qpython/src/main/AndroidManifest.xml', '/qpython-android_qpython/qpython/src/main/java/org/qpython/qpy/codeshare/CONSTANT.java', '/qpython-android_qpython/qpython/src/oh/AndroidManifest.xml', '/qpython-android_qpython/qpython/src/oh/java/org/qpython/qpy/sharecode/ShareCodeUtil.java', '/qpython-android_qpython/qpython/src/ol/AndroidManifest.xml', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/codeshare/ShareCodeUtil.java', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/activity/SignInActivity.java', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/activity/UserActivity.java', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/app/AppInit.java', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/fragment/ExplorerFragment.java', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/service/MyFirebaseInstanceIDService.java', '/qpython-android_qpython/qpython/src/ol/java/org/qpython/qpy/main/service/MyFirebaseMessagingService.java', '/qpython-android_qpython/qpython/src/op/AndroidManifest.xml', '/qpython-android_qpython/qpython/src/op/java/org/qpython/qpy/sharecode/ShareCodeUtil.java', '/qpython-android_qpython/qpython/src/os/AndroidManifest.xml', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/codeshare/ShareCodeUtil.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/activity/SignInActivity.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/activity/UserActivity.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/app/AppInit.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/fragment/ExplorerFragment.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/service/MyFirebaseInstanceIDService.java', '/qpython-android_qpython/qpython/src/os/java/org/qpython/qpy/main/service/MyFirebaseMessagingService.java']"
755,Firebase,Firebase,Firebase,S64/android-animated-toolbar,"['/S64_android-animated-toolbar/build.gradle', '/S64_android-animated-toolbar/example/build.gradle']"
757,Firebase,Firebase,Firebase,NoNews/NoPermission,['/NoNews_NoPermission/.gitignore']
758,Firebase,Firebase,Firebase,easemob/kefu-android-demo,"['/easemob_kefu-android-demo/.gitignore', '/easemob_kefu-android-demo/app/build.gradle', '/easemob_kefu-android-demo/app/src/main/AndroidManifest.xml', '/easemob_kefu-android-demo/app/src/main/java/com/easemob/helpdeskdemo/fcm/EMFCMMSGService.java', '/easemob_kefu-android-demo/app/src/main/java/com/easemob/helpdeskdemo/fcm/EMFCMTokenRefreshService.java', '/easemob_kefu-android-demo/build.gradle']"
760,Firebase,Firebase,Firebase,Alfresco/alfresco-android-app,"['/Alfresco_alfresco-android-app/alfresco-mobile-android/build.gradle', '/Alfresco_alfresco-android-app/build.gradle', '/Alfresco_alfresco-android-app/gradle.properties']"
761,Firebase,Firebase,Firebase,SimonVT/cathode,"['/SimonVT_cathode/.gitignore', '/SimonVT_cathode/build.gradle', '/SimonVT_cathode/cathode-sync/build.gradle', '/SimonVT_cathode/cathode/build.gradle', '/SimonVT_cathode/deps.gradle']"
762,Firebase,Firebase,Firebase,googlesamples/android-play-billing,"['/googlesamples_android-play-billing/ClassyTaxiAppKotlin/README.md', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/build.gradle', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/AndroidManifest.xml', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/InstanceIDService.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/SubApp.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/data/network/WebDataSource.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/data/network/firebase/FakeServerFunctions.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/data/network/firebase/ServerFunctions.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/data/network/firebase/ServerFunctionsImpl.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/data/network/firebase/SubscriptionMessageService.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/ui/FirebaseUserViewModel.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/ui/MainActivity.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/ui/SubscriptionStatusViewModel.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/ui/TvMainActivity.kt', '/googlesamples_android-play-billing/ClassyTaxiAppKotlin/app/src/main/java/com/example/subscriptions/ui/TvMainFragment.kt', '/googlesamples_android-play-billing/ClassyTaxiAppWeb/index.html', '/googlesamples_android-play-billing/ClassyTaxiAppWeb/scripts.js', '/googlesamples_android-play-billing/ClassyTaxiJava/README.md', '/googlesamples_android-play-billing/ClassyTaxiJava/app/build.gradle', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/AndroidManifest.xml', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/InstanceIDService.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/SubApp.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/data/network/WebDataSource.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/data/network/firebase/FakeServerFunctions.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/data/network/firebase/ServerFunctions.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/data/network/firebase/ServerFunctionsImpl.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/data/network/firebase/SubscriptionMessageService.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/ui/FirebaseUserViewModel.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/ui/MainActivity.java', '/googlesamples_android-play-billing/ClassyTaxiJava/app/src/main/java/com/example/android/classytaxijava/ui/SubscriptionStatusViewModel.java', '/googlesamples_android-play-billing/ClassyTaxiServer/README.md', '/googlesamples_android-play-billing/ClassyTaxiServer/firebase.json', '/googlesamples_android-play-billing/ClassyTaxiServer/package-lock.json', '/googlesamples_android-play-billing/ClassyTaxiServer/package.json', '/googlesamples_android-play-billing/ClassyTaxiServer/src/controller/functions/content.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/controller/functions/instance_id.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/controller/functions/subscription.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/controller/shared.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/index.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/model/ContentManager.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/model/InstanceIdManager.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/src/play-billing/PlayBilling.ts', '/googlesamples_android-play-billing/ClassyTaxiServer/test/play-billing/TestConfig.ts']"
764,Firebase,Firebase,Firebase,pfleidi/yaxim,"['/pfleidi_yaxim/build.gradle', '/pfleidi_yaxim/play/AndroidManifest.xml', '/pfleidi_yaxim/play/src/org/yaxim/androidclient/service/PushManager.java', '/pfleidi_yaxim/play/src/org/yaxim/androidclient/service/PushMessageReceiver.java']"
765,Firebase,Firebase,Firebase,signalapp/Signal-Android,"['/signalapp_Signal-Android/app/build.gradle', '/signalapp_Signal-Android/app/proguard/proguard-firebase-messaging.pro', '/signalapp_Signal-Android/app/src/main/AndroidManifest.xml', '/signalapp_Signal-Android/app/src/main/java/org/thoughtcrime/securesms/gcm/FcmService.java', '/signalapp_Signal-Android/app/src/main/java/org/thoughtcrime/securesms/gcm/FcmUtil.java', '/signalapp_Signal-Android/app/src/main/java/org/thoughtcrime/securesms/preferences/AdvancedPreferenceFragment.java', '/signalapp_Signal-Android/app/witness-verifications.gradle']"
767,Firebase,Firebase,Firebase,aol/cyclops-react,['/aol_cyclops-react/cyclops/src/jmh/resources/files/ospd.txt']
769,Firebase,Firebase,Firebase,ravidsrk/android-mvp-starter,"['/ravidsrk_android-mvp-starter/app/dependencies.gradle', '/ravidsrk_android-mvp-starter/circle.yml', '/ravidsrk_android-mvp-starter/scripts/remoteTesting.sh']"
770,Firebase,Firebase,Firebase,NYTimes/Store,"['/NYTimes_Store/README.md', '/NYTimes_Store/docs/ru/README.md']"
771,Firebase,Firebase,Firebase,jacek-marchwicki/rx-java-extensions,"['/jacek-marchwicki_rx-java-extensions/example/build.gradle', '/jacek-marchwicki_rx-java-extensions/example/proguard-rules.txt', '/jacek-marchwicki_rx-java-extensions/example/src/main/java/com/appunite/rx/example/dao/auth/FirebaseCurrentLoggedInUserDao.java', '/jacek-marchwicki_rx-java-extensions/example/src/main/java/com/appunite/rx/example/ui/main/MainActivity.java']"
772,Firebase,Firebase,Firebase,TurkiTAK/vector-analog-clock,"['/TurkiTAK_vector-analog-clock/.gitignore', '/TurkiTAK_vector-analog-clock/app/.gitignore', '/TurkiTAK_vector-analog-clock/vectoranalogclock/.gitignore']"
773,Firebase,Firebase,Firebase,plusCubed/velociraptor,"['/plusCubed_velociraptor/README.md', '/plusCubed_velociraptor/app/build.gradle', '/plusCubed_velociraptor/app/src/main/AndroidManifest.xml', '/plusCubed_velociraptor/app/src/main/java/com/pluscubed/velociraptor/App.kt', '/plusCubed_velociraptor/app/src/main/java/com/pluscubed/velociraptor/api/osm/OsmLimitProvider.kt', '/plusCubed_velociraptor/app/src/main/java/com/pluscubed/velociraptor/limit/LimitService.kt', '/plusCubed_velociraptor/docs/privacy_policy.html']"
774,Firebase,Firebase,Firebase,JoaquimLey/bus-eta,"['/JoaquimLey_bus-eta/README.MD', '/JoaquimLey_bus-eta/transport-eta-android/dependencies.gradle', '/JoaquimLey_bus-eta/transport-eta-android/ui-mobile/src/debug/AndroidManifest.xml']"
775,Firebase,Firebase,Firebase,TCA-Team/TumCampusApp,"['/TCA-Team_TumCampusApp/app/build.gradle', '/TCA-Team_TumCampusApp/app/src/main/AndroidManifest.xml', '/TCA-Team_TumCampusApp/app/src/main/java/de/tum/in/tumcampusapp/component/ui/chat/activity/ChatActivity.java', '/TCA-Team_TumCampusApp/app/src/main/java/de/tum/in/tumcampusapp/service/FcmReceiverService.kt', '/TCA-Team_TumCampusApp/app/src/main/java/de/tum/in/tumcampusapp/service/FcmTokenHandler.kt']"
